method,cost-ge,valid-ge,diversity-ge,dpp-ge,manifold_dist-ge,likelihood-ge
FRPD-QUAD,\textbf{0.55} $\pm$ 0.24,\textbf{1.00} $\pm$ 0.00,\textbf{-0.13} $\pm$ 1.14,\textbf{0.20} $\pm$ 0.08,\textbf{0.00} $\pm$ 0.00,\textbf{-7.05} $\pm$ 0.19
