method,cost-ge,valid-ge,diversity-ge,dpp-ge,manifold_dist-ge,likelihood-ge
DiCE,\textbf{0.41} $\pm$ 0.15,\textbf{1.00} $\pm$ 0.00,\textbf{0.25} $\pm$ 0.25,\textbf{0.19} $\pm$ 0.05,\textbf{0.14} $\pm$ 0.03,\textbf{-7.01} $\pm$ 0.15
